text|source|chunk_id
it builds upon and extends other project management processes. for instance project scheduling provides dates and critical paths based on activity durations and resource availability assumed to be known with certainty. quantitative risk analysis explores the uncertainty in the estimated durations and may provide alternative dates and critical paths that are more realistic given the risks to the project. project risk management is not a substitute for the other project management processes. on the contrary project risk management requires that these project management processes e.g. scheduling budgeting and change management be performed at the level of the best practices available. project risk management adds the perspective of project risk to the outputs of those other processes and adds to their value by taking risk into account. for instance risk management provides the basis upon which to estimate the amount of cost and schedule contingency reserves that are needed to cover risk|TEXT_data\1_INTRODUCTION_1.3_Role_of_Project_Risk_Management_in_Project_Management.txt|720d0a4235b4411799785ce55038f800
to their value by taking risk into account. for instance risk management provides the basis upon which to estimate the amount of cost and schedule contingency reserves that are needed to cover risk response actions to a required level of confidence for meeting project objectives. chapter 1 introduction there is a paradox about project risk that affects most projects. in the early stages of a project the level of risk exposure is at its maximum but information on the project risks is at a minimum. this situation does not mean that a project should not go forward because little is known at that time. rather there may be different ways of approaching the project that have different risk implications. the more this situation is recognized the more realistic the project plans and expectations of results will be. a risk management approach is applicable throughout a project s life cycle. the earlier in the project life cycle that the risks are recognized the more realistic the project plans|TEXT_data\1_INTRODUCTION_1.3_Role_of_Project_Risk_Management_in_Project_Management.txt|b28cb8af473a4cadac4bbc817b41f6f1
results will be. a risk management approach is applicable throughout a project s life cycle. the earlier in the project life cycle that the risks are recognized the more realistic the project plans and expectations of results will be. risk management continues to add value as project planning progresses and more information becomes available about all aspects and components of the project and its environment such as stakeholders scope time and cost as well as the corresponding assumptions and constraints. the balance between project fl exibility and knowledge about project risk needs to be reviewed regularly and optimized as the plans develop. it is true that as the project plan becomes set with fundamental decisions agreements and contracts in place the options for making substantial changes to capture opportunities or mitigate threats are reduced. during project execution risk management processes monitor the changes the project undergoes for new risks that may emerge so that|TEXT_data\1_INTRODUCTION_1.3_Role_of_Project_Risk_Management_in_Project_Management.txt|b01ed1f1876f4973ade945b4c2c72236
changes to capture opportunities or mitigate threats are reduced. during project execution risk management processes monitor the changes the project undergoes for new risks that may emerge so that appropriate responses to them can be developed as well as check for existing risks that are no longer plausible. project risk management plays a role in providing realistic expectations for the completion dates and cost of the project even if there are few options for changing the future. finally throughout the project and during project closure risk related lessons are reviewed in order to contribute to organizational learning and support continuous improvement of project risk management practice.|TEXT_data\1_INTRODUCTION_1.3_Role_of_Project_Risk_Management_in_Project_Management.txt|54c1c747d14c46d4b2484a8d2aa51532
1.4 good risk management practice project risk management is a valuable component of project management and it enhances the value of the other project management processes. as with all of these processes project risk management should be conducted in a manner consistent with existing organizational practices and policies. in addition like the other processes involved in project management project risk management should be conducted in a way that is appropriate to the project. project risk management should recognize the business challenges as well as the multi cultural environment associated with an increasingly global environment including many joint venture projects and customers suppliers and workforces spread around the globe. changes in the project management plan that result from the project risk management process may require decisions at the appropriate level of management to reassign personnel establish or modify budgets make commitments to others outside the project interact|TEXT_data\1_INTRODUCTION_1.4_Good_Risk_Management_Practice.txt|4beef5efab2b4e4698db31cdfc6fc2ce
project risk management process may require decisions at the appropriate level of management to reassign personnel establish or modify budgets make commitments to others outside the project interact with regulators and comply with the rules of accounting and law. project risk management should be conducted in compliance with these internal and external requirements. chapter 1 introduction project risk management should always be conducted on an ethical basis in keeping with the project management code of ethics or conduct. honesty responsibility realism professionalism and fair dealing with others are among the characteristics of successful project risk management. effective project risk management benefits from robust communication and consultation with stakeholders. this enables agreement among stakeholders that project risk management in general and risk identification analysis and response in particular should be carried out in a realistic and objective way and should not be|TEXT_data\1_INTRODUCTION_1.4_Good_Risk_Management_Practice.txt|e86fed425641496d97b4dba9db60dc04
among stakeholders that project risk management in general and risk identification analysis and response in particular should be carried out in a realistic and objective way and should not be subject to political or other unreasonable infl uences. project risk management should be conducted on all projects. the degree level of detail sophistication of tools and amount of time and resources applied to project risk management should be in proportion to the characteristics of the project under management and the value that they can add to the outcome. thus a large project that provides value to an important customer would theoretically require more resources time and attention to project risk management than would a smaller short term internal project that can be conducted in the background with a fl exible deadline. each of the project risk management processes should be scaled to be appropriate to the project under management during the plan risk management process and reviewed|TEXT_data\1_INTRODUCTION_1.4_Good_Risk_Management_Practice.txt|dd4c6daecf434f98ae83d25062cc2fd8
with a fl exible deadline. each of the project risk management processes should be scaled to be appropriate to the project under management during the plan risk management process and reviewed periodically to determine if the decisions made in that process remain appropriate.|TEXT_data\1_INTRODUCTION_1.4_Good_Risk_Management_Practice.txt|d098ff7f03fb4902b1493051c5f7b726
1.5 critical success factors for project risk management figure 1 2. critical success factors for project risk management chapter 1 introduction specific criteria for success of each project risk management process are listed in the chapters dealing with those processes. the general criteria for success include recognize the value of risk management project risk management should be recognized as a valuable discipline that provides a positive potential return on investment for organizational management project stakeholders both internal and external project management and team members. individual commitment responsibility project participants and stakeholders should all accept responsibility for undertaking risk related activities as required. risk management is everybody s responsibility. open and honest communication everyone should be involved in the project risk management process. any actions or attitudes that hinder communication about project risk reduce the effectiveness of|TEXT_data\1_INTRODUCTION_1.5_Critical_Success_Factors_for_Project_Risk_Management.txt|f64310587691451da5ec79c1d2b56555
open and honest communication everyone should be involved in the project risk management process. any actions or attitudes that hinder communication about project risk reduce the effectiveness of project risk management in terms of proactive approaches and effective decision making. organizational commitment organizational commitment can only be established if risk management is aligned with the organization s goals and values. project risk management may require a higher level of managerial support than other project management disciplines because handling some of the risks will require approval of or responses from others at levels above the project manager. risk effort scaled to project project risk management activities should be consistent with the value of the project to the organization and with its level of project risk its scale and other organizational constraints. in particular the cost of project risk management should be appropriate to its potential value to the project|TEXT_data\1_INTRODUCTION_1.5_Critical_Success_Factors_for_Project_Risk_Management.txt|fc4f0aa823c6406db9f515ad67a5f976
and with its level of project risk its scale and other organizational constraints. in particular the cost of project risk management should be appropriate to its potential value to the project and the organization. integration with project management project risk management does not exist in a vacuum isolated from other project management processes. successful project risk management requires the correct execution of the other project management processes. these critical success factors for project risk management are illustrated in figure 1 2.|TEXT_data\1_INTRODUCTION_1.5_Critical_Success_Factors_for_Project_Risk_Management.txt|bf31bd123a2b4617b1640baff54708b5
1.6 conclusion the principles of project risk management described in this practice standard should be appropriately applied based on the specifi cs of a project and the organizational environment. project risk management provides benefits when it is implemented according to good practice principles and with organizational commitment to taking the decisions and performing actions in an open and unbiased manner. chapter 2 principles and concepts|TEXT_data\1_INTRODUCTION_1.6_Conclusion.txt|9886f1dd63ca4df696256e27d415c8ad
2.1 introduction this chapter introduces the key ideas required to understand and apply project risk management to projects following the approach described in chapter 11 of the pmbok guide fourth edition. these principles and concepts are generally consistent with other approaches to project risk management commonly used although the terminology may differ in some details. the execution of the project risk management process is dealt with in subsequent chapters of this practice standard and so is not discussed here.|TEXT_data\2_PRINCIPLES_AND_CONCEPTS_2.1_Introduction.txt|bb4984583fa746c7aabe7506836c46f8
2.2 definition of project risk the word risk is used in many ways in everyday language and in various specialist disciplines. its use in the pmbok guide fourth edition is consistent with other risk management standards and process descriptions. the definition of project risk given in the pmbok guide fourth edition is as follows project risk is an uncertain event or condition that if it occurs has a positive or a negative effect on a project s objectives. this definition includes two key dimensions of risk uncertainty and effect on a project s objectives. when assessing the importance of a project risk these two dimensions must both be considered. the uncertainty dimension may be described using the term probability and the effect may be called impact though other descriptors are possible such as likelihood and consequence . the definition of risk includes both distinct events which are uncertain but can be clearly described and more general conditions which are less specific but also|TEXT_data\2_PRINCIPLES_AND_CONCEPTS_2.2_Definition_of_Project_Risk.txt|d2173cb145e5494a9b1cca164cc4245d
such as likelihood and consequence . the definition of risk includes both distinct events which are uncertain but can be clearly described and more general conditions which are less specific but also may give risk to uncertainty. the definition of project risk also encompasses uncertain events which could have a negative effect on a project s objectives as well as those which could have a positive effect. these two types of risk are called respectively threats and opportunities. it is important to address both threats and opportunities within a unified project risk management process. this allows for the gain of synergies and effi ciencies such as addressing both in the same analyses and coordinating the responses to both if they overlap or can reinforce each other. chapter 2 principles and concepts risks are uncertain future events or conditions which may or may not occur but which would matter if they did occur. it is important to distinguish risks from risk related features such as|TEXT_data\2_PRINCIPLES_AND_CONCEPTS_2.2_Definition_of_Project_Risk.txt|fafbedc3f58f499d86339d751b97d1d5
concepts risks are uncertain future events or conditions which may or may not occur but which would matter if they did occur. it is important to distinguish risks from risk related features such as cause and effect. causes are events or circumstances which currently exist or are certain to exist in the future and which might give rise to risks. effects are conditional future events or conditions which would directly affect one or more project objectives if the associated risk occurs. the cause risk effect chain can be used in a structured risk statement or risk description to ensure that each of these three elements is properly described see section 5.3 . when a risk event occurs it ceases to become uncertain. threats which occur may be called issues or problems opportunities which occur may be called benefits. both issues problems and benefits entail project management actions that are outside the scope of the project risk management process.|TEXT_data\2_PRINCIPLES_AND_CONCEPTS_2.2_Definition_of_Project_Risk.txt|ca51a83a849140318aa9e0e41dd3f276
2.2 definition of project risk the word risk is used in many ways in everyday language and in various specialist disciplines. its use in the pmbok guide fourth edition is consistent with other risk management standards and process descriptions. the definition of project risk given in the pmbok guide fourth edition is as follows project risk is an uncertain event or condition that if it occurs has a positive or a negative effect on a project s objectives. this definition includes two key dimensions of risk uncertainty and effect on a project s objectives. when assessing the importance of a project risk these two dimensions must both be considered. the uncertainty dimension may be described using the term probability and the effect may be called impact though other descriptors are possible such as likelihood and consequence . the definition of risk includes both distinct events which are uncertain but can be clearly described and more general conditions which are less specific but also|TEXT_data\2_PRINCIPLES_AND_CONCEPTS_2.2_Defi_nition_of_Project_Risk.txt|a67ca94627dc418990573e6f47098bdc
such as likelihood and consequence . the definition of risk includes both distinct events which are uncertain but can be clearly described and more general conditions which are less specific but also may give risk to uncertainty. the definition of project risk also encompasses uncertain events which could have a negative effect on a project s objectives as well as those which could have a positive effect. these two types of risk are called respectively threats and opportunities. it is important to address both threats and opportunities within a unified project risk management process. this allows for the gain of synergies and effi ciencies such as addressing both in the same analyses and coordinating the responses to both if they overlap or can reinforce each other. chapter 2 principles and concepts risks are uncertain future events or conditions which may or may not occur but which would matter if they did occur. it is important to distinguish risks from risk related features such as|TEXT_data\2_PRINCIPLES_AND_CONCEPTS_2.2_Defi_nition_of_Project_Risk.txt|349951abb5d745c5a997c84d5b45aad6
concepts risks are uncertain future events or conditions which may or may not occur but which would matter if they did occur. it is important to distinguish risks from risk related features such as cause and effect. causes are events or circumstances which currently exist or are certain to exist in the future and which might give rise to risks. effects are conditional future events or conditions which would directly affect one or more project objectives if the associated risk occurs. the cause risk effect chain can be used in a structured risk statement or risk description to ensure that each of these three elements is properly described see section 5.3 . when a risk event occurs it ceases to become uncertain. threats which occur may be called issues or problems opportunities which occur may be called benefits. both issues problems and benefits entail project management actions that are outside the scope of the project risk management process.|TEXT_data\2_PRINCIPLES_AND_CONCEPTS_2.2_Defi_nition_of_Project_Risk.txt|1af86686cbc241c4a8212710ebb0a24b
2.3 individual risks and overall project risk it is useful to consider project risk at two levels individual risks and overall project risk. individual risks are specific events or conditions that might affect project objectives. an individual risk may positively or negatively affect one or more of the project objectives elements or tasks. understanding individual risks can assist in determining how to apply effort and resources to enhance the chances of project success. day to day project risk management focuses on these individual risks in order to enhance the prospects of a successful project outcome. overall project risk represents the effect of uncertainty on the project as a whole. overall project risk is more than the sum of individual risks on a project since it applies to the whole project rather than to individual elements or tasks. it represents the exposure of stakeholders to the implications of variations in project outcome. it is an important component of strategic|TEXT_data\2_PRINCIPLES_AND_CONCEPTS_2.3_Individual_Risks_and_Overall_Project_Risk.txt|959a721d1ac245bdbde631178132938d
whole project rather than to individual elements or tasks. it represents the exposure of stakeholders to the implications of variations in project outcome. it is an important component of strategic decision making program and portfolio management and project governance where investments are sanctioned or cancelled and priorities are set. at these higher levels it is necessary to set realistic targets for the cost and duration of a project establish the contingency reserve levels required to protect the project stakeholders set appropriate project priorities and judge whether the risk of overall success is increasing or decreasing as implementation advances.|TEXT_data\2_PRINCIPLES_AND_CONCEPTS_2.3_Individual_Risks_and_Overall_Project_Risk.txt|a6aeef58bce44f03aa5096aa1ec47416
2.4 stakeholder risk attitudes the risk attitudes of the project stakeholders determine the extent to which an individual risk or overall project risk matters. a wide range of factors influence risk attitude. these include the scale of the project within the range of stakeholders overall activities the strength of public commitments made about the performance of the project and the stakeholders sensitivity to issues such as environmental impacts industrial relations and other factors. stakeholder risk attitudes usually result in a desire for increased certainty in project outcomes and may express a preference for one project objective over another. how risk is regarded is usually also strongly influenced by an organization s culture. different organizations are more or less open and this often impacts the way risk management can be applied. chapter 2 principles and concepts understanding stakeholders attitudes toward risk is an important component of risk management planning that|TEXT_data\2_PRINCIPLES_AND_CONCEPTS_2.4_Stakeholder_Risk_Attitudes.txt|6019b4df36c4438795a33599d3fed1de
often impacts the way risk management can be applied. chapter 2 principles and concepts understanding stakeholders attitudes toward risk is an important component of risk management planning that precedes risk identification and analysis in order to optimize both project success and stakeholder satisfaction with the project s results. these attitudes should be identified and managed proactively and deliberately throughout the project risk management process. they may differ from one project to another for the same stakeholders and will usually differ from one group of stakeholders to another. in fact a single stakeholder may adopt different risk attitudes at various stages in the same project. it is also important to understand the particular implications of stakeholder risk attitudes on projects where the team is international cross industry or multi organizational.|TEXT_data\2_PRINCIPLES_AND_CONCEPTS_2.4_Stakeholder_Risk_Attitudes.txt|d852d3f03a8b4d78bc94344190e92782
2.5 iterative process it is the nature of projects that circumstances change as they are being planned and executed. the amount of information available about risks will usually increase as time goes on. some risks will occur while others will not new risks will arise or be discovered and the characteristics of those already identified may change. as a result the project risk management processes should be repeated and the corresponding plans progressively elaborated throughout the lifetime of the project. to ensure that project risk management remains effective the identification and analysis of risks should be revisited periodically the progress on risk response actions should be monitored and the action plans adjusted accordingly. if external circumstances change signifi cantly it may also be necessary to revisit the risk management planning process. the development of an initial risk management plan and risk assessment is the start of the process not the end. the frequency and|TEXT_data\2_PRINCIPLES_AND_CONCEPTS_2.5_Iterative_Process.txt|193b1f4ea2b44c88a87060d49dfa83ca
also be necessary to revisit the risk management planning process. the development of an initial risk management plan and risk assessment is the start of the process not the end. the frequency and depth of reviews and updates will depend on the nature of the project the volatility of the environment in which the project is being implemented and the timing of other project management reviews and updates.|TEXT_data\2_PRINCIPLES_AND_CONCEPTS_2.5_Iterative_Process.txt|96f5b67a9e174f28954e4c7eb651073f
2.6 communication project risk management cannot take place in isolation. success relies heavily on communication throughout the process. risk identification and analysis depend on comprehensive input from stakeholders in a project to ensure that nothing significant is overlooked and that risks are realistically assessed. the credibility of the process and the commitment of those who should act to manage risks can be assured only if the way the process operates and the conclusions it produces are understood and seen as credible by all concerned. this demands effective and honest communication from the project risk management process to the rest of the project team and other project stakeholders. communication of the results of the project risk management process should be targeted to meet the specific needs of each stakeholder and should be reflected within the overall project communications strategy with each stakeholder s responsibility and role in risk management identified and|TEXT_data\2_PRINCIPLES_AND_CONCEPTS_2.6_Communication.txt|75078065dd5f470fb3187dc07cfe07eb
the specific needs of each stakeholder and should be reflected within the overall project communications strategy with each stakeholder s responsibility and role in risk management identified and agreed upon. chapter 2 principles and concepts|TEXT_data\2_PRINCIPLES_AND_CONCEPTS_2.6_Communication.txt|92c3c5910d914a3c8710bd79636c5305
2.7 responsibility for project risk management it may be considered simplistic to say risk management is everyone s responsibility as previously stated. however it is important that management of project risk is not left to a few risk specialists. project risk management should be included as an integral part of all other project processes. since project risks can affect project objectives anyone with an interest in achieving those objectives should play a role in project risk management. the specific roles depend on the project team members and other stakeholders place within the project and their relation to project objectives. roles and responsibilities for project risk management should be clearly defined and communicated and individuals should be held responsible and accountable for results. this includes allocating responsibility for specific activities within the risk process as well as for resulting actions required to implement agreed upon responses. responsibility should also|TEXT_data\2_PRINCIPLES_AND_CONCEPTS_2.7_Responsibility_for_Project_Risk_Management.txt|fa41f49ce90d41908c13a5a2160a63b8
this includes allocating responsibility for specific activities within the risk process as well as for resulting actions required to implement agreed upon responses. responsibility should also be allocated for ensuring that risk related lessons are captured for future use.|TEXT_data\2_PRINCIPLES_AND_CONCEPTS_2.7_Responsibility_for_Project_Risk_Management.txt|243bb95a946c4d7ea9f5069e7fd350ab
2.8 project manager s role for project risk management the project manager has particular responsibilities in relation to the project risk management process. the project manager has overall responsibility for delivering a successful project which fully meets the defined objectives. the project manager is accountable for the day to day management of the project including effective risk management. the role of the project manager may include encouraging senior management support for project risk management activities. determining the acceptable levels of risk for the project in consultation with stakeholders. developing and approving the risk management plan. promoting the project risk management process for the project. facilitating open and honest communication about risk within the project team and with management and other stakeholders. participating in all aspects of the project risk management process. approving risk responses and associated actions prior to implementation.|TEXT_data\2_PRINCIPLES_AND_CONCEPTS_2.8_Project_Manager_’s_Role_for_Project_Risk_Management.txt|bac0945ee7194fc18c99d0ab6813f487
project team and with management and other stakeholders. participating in all aspects of the project risk management process. approving risk responses and associated actions prior to implementation. applying project contingency funds to deal with identified risks that occur during the project. overseeing risk management by subcontractors and suppliers. regularly reporting risk status to key stakeholders with recommendations for appropriate strategic decisions and actions to maintain acceptable risk exposure. escalating identified risks to senior management where appropriate such risks include any which are outside the authority or control of the project manager any which require input or action from outside the project and any for which the release of management reserve funds might be appropriate. monitoring the efficiency and effectiveness of the project risk management process. auditing risk responses for their effectiveness and documenting lessons learned. chapter 3 introduction to|TEXT_data\2_PRINCIPLES_AND_CONCEPTS_2.8_Project_Manager_’s_Role_for_Project_Risk_Management.txt|5036d53d21dd452b86ef25982b3cc658
monitoring the efficiency and effectiveness of the project risk management process. auditing risk responses for their effectiveness and documenting lessons learned. chapter 3 introduction to project risk management processes|TEXT_data\2_PRINCIPLES_AND_CONCEPTS_2.8_Project_Manager_’s_Role_for_Project_Risk_Management.txt|73e10cae299242ab98495fa842f17067
3.1 project risk management and project management all projects are uncertain. uncertainty is inevitable since projects are unique and temporary undertakings based on assumptions and constraints delivering project results to multiple stakeholders with different requirements. project management can be seen as an attempt to control this uncertain environment through the use of structured and disciplined techniques such as estimating planning cost control task allocation earned value analysis monitoring and review meetings etc. each of these elements of project management has a role in defi ning or controlling the uncertainty which is inherent in all projects. project risk management provides an approach by which uncertainty can be understood assessed and managed within projects. as such it forms an integral part of project management and effective project risk management is a critical success factor for project success. for project management to be fully effective however it is important|TEXT_data\3_INTRODUCTION_TO_PROJECT_RISK_MANAGEMENT_PROCESSES_3.1_Project_Risk_Management_and_Project_Management.txt|93453ea344aa447c8fa779feecc88297
an integral part of project management and effective project risk management is a critical success factor for project success. for project management to be fully effective however it is important that project risk management is not viewed as an optional process or performed as an additional overhead task. since many elements of project management address inherent uncertainty the interface between structured project risk management and the other processes of project management needs to be clear. the outputs of project risk management should be taken into account within many of the project management processes. they can for example impact estimating resource requirements cost or duration assessing the impact of proposed scope changes planning or re planning the forward strategy of the project allocating resources to tasks and reporting progress to stakeholders. none of these actions can be performed properly without a clear view of the risk involved as determined during the project risk|TEXT_data\3_INTRODUCTION_TO_PROJECT_RISK_MANAGEMENT_PROCESSES_3.1_Project_Risk_Management_and_Project_Management.txt|4d2841ef8ad0492b833e9e6a592ccca5
allocating resources to tasks and reporting progress to stakeholders. none of these actions can be performed properly without a clear view of the risk involved as determined during the project risk management process. in other words project management process effectiveness is increased by using the information and results from project risk management. in addition effective project risk management requires input from other project management processes. outputs such as the work breakdown structure wbs estimates the project schedule assumptions list etc. are all important prerequisites for effective project risk management. chapter 3 introduction to project risk management processes|TEXT_data\3_INTRODUCTION_TO_PROJECT_RISK_MANAGEMENT_PROCESSES_3.1_Project_Risk_Management_and_Project_Management.txt|dfd5196339b14bcfa1dd93ae477b6dbf
3.2 project risk management processes the defined steps of project risk management describe a structured approach for understanding and managing risk on a project. this chapter outlines the steps required for effective project risk management. each step is described in more detail in subsequent chapters. as previously defined project risk is an uncertain event or condition that if it occurs has a positive or negative effect on a project s objectives. from this definition it is clear that risks only exist in relation to objectives. it is therefore essential at the start of the project risk management process to clearly define the objectives. it is also clear that different projects are exposed to different levels of risk so each step in the project risk management process should be scalable to meet the varying degrees of risk. scalable elements of the process include available resources methodology and processes used tools and techniques used supporting infrastructure review and update|TEXT_data\3_INTRODUCTION_TO_PROJECT_RISK_MANAGEMENT_PROCESSES_3.2_Project_Risk_Management_Processes.txt|a603a2675af54f6e84df818e81d92432
to meet the varying degrees of risk. scalable elements of the process include available resources methodology and processes used tools and techniques used supporting infrastructure review and update frequency and reporting requirements. as a precondition for a successful project risk management implementation it is important to have a clear understanding of the risk thresholds that define the key stakeholders views on acceptable levels of risk as well as a framework against which identified risks can be assessed. as a result the project risk management process always starts with an initiation step. this is required in order to ensure a common understanding and agreement of the team and other stakeholders on the approach and parameters that will be applied in managing risk in this project as well as the scope and objectives of the project risk management process itself. project risk management activities resources and attention should be appropriate to the project since different|TEXT_data\3_INTRODUCTION_TO_PROJECT_RISK_MANAGEMENT_PROCESSES_3.2_Project_Risk_Management_Processes.txt|59b34d29acd243a0a58f195ddde7b32e
as well as the scope and objectives of the project risk management process itself. project risk management activities resources and attention should be appropriate to the project since different projects warrant different levels of risk management application. the main actions to provide the required tailoring are as follows define those objectives against which risks will be identified define how the elements of the project risk management process will be scaled for this project and define risk thresholds tolerances and the assessment framework. the outputs from this initial step should be documented communicated and then reviewed by the stakeholders to ensure a common understanding of the scope and objectives for the project risk management process. the document should be formally approved at a senior level. chapter 3 introduction to project risk management processes once the project risk management scope and objectives are agreed upon it is possible to start identifying risks being|TEXT_data\3_INTRODUCTION_TO_PROJECT_RISK_MANAGEMENT_PROCESSES_3.2_Project_Risk_Management_Processes.txt|8087f7d7452940348150536c28a46387
at a senior level. chapter 3 introduction to project risk management processes once the project risk management scope and objectives are agreed upon it is possible to start identifying risks being careful to distinguish genuine risks from non risks such as causes effects problems issues etc. . a variety of risk identification techniques is available each with its own strengths and weaknesses. one or more techniques should be selected as appropriate for meeting the needs of the specific project. the aim is to expose and document all knowable risks recognizing that some risks will be inherently unknowable and others will emerge later in the project. the emergent nature of risk requires the project risk management process to be iterative repeating the identify risks process in order to find risks which were not evident earlier in the project. input should be sought from a wide range of project stakeholders when identifying risks since each will have a different perspective on the risks|TEXT_data\3_INTRODUCTION_TO_PROJECT_RISK_MANAGEMENT_PROCESSES_3.2_Project_Risk_Management_Processes.txt|395ae6e34d8d41ba8139eafd795b1d3f
